purchase_id,user_id,amount,purchase_timestamp
184,198,0.99,2024-03-02 10:59:00
185,199,19.99,2024-01-12 09:38:00
186,199,1.99,2024-01-12 09:29:00
187,199,1.99,2024-01-18 22:45:00
188,202,1.99,2024-01-10 00:41:00
189,202,0.99,2024-01-10 00:46:00
190,203,4.99,2024-02-27 04:27:00
191,205,1.99,2024-02-28 21:41:00
192,205,0.99,2024-03-01 09:11:00
193,205,0.99,2024-03-03 02:04:00
194,205,19.99,2024-03-04 12:30:00
195,205,4.99,2024-03-06 03:53:00
196,206,1.99,2024-01-12 18:46:00
197,206,0.99,2024-01-13 01:53:00
198,206,0.99,2024-01-13 08:31:00
199,206,19.99,2024-01-14 10:00:00
200,206,4.99,2024-01-15 06:45:00
201,218,19.99,2024-02-01 14:29:00
202,218,9.99,2024-02-06 13:28:00
203,222,4.99,2024-02-25 15:36:00
204,222,1.99,2024-02-25 15:27:00
205,222,19.99,2024-02-25 09:10:00
206,222,0.99,2024-02-25 09:07:00
207,222,4.99,2024-02-25 09:16:00
208,222,1.99,2024-02-28 18:38:00
209,222,19.99,2024-02-29 02:20:00
210,224,0.99,2024-02-08 16:38:00
211,224,1.99,2024-02-09 17:40:00
212,225,19.99,2024-01-26 06:38:00
213,225,4.99,2024-01-26 14:02:00
214,225,9.99,2024-01-26 14:09:00
215,225,19.99,2024-01-27 06:07:00
216,225,1.99,2024-01-29 14:53:00
217,233,1.99,2024-03-11 17:58:00
218,233,0.99,2024-03-18 08:39:00
219,233,0.99,2024-03-19 13:49:00
220,239,4.99,2024-01-20 15:51:00
221,239,0.99,2024-01-22 21:02:00
222,239,0.99,2024-01-22 21:03:00
223,240,4.99,2024-04-02 14:33:00
224,241,4.99,2024-03-08 07:57:00
225,242,0.99,2024-01-21 04:46:00
226,242,9.99,2024-01-23 11:34:00
227,243,19.99,2024-01-22 13:28:00
228,243,19.99,2024-01-22 04:04:00
229,246,4.99,2024-02-03 04:21:00
230,250,0.99,2024-01-05 21:08:00
231,253,1.99,2024-03-30 20:56:00
232,253,9.99,2024-04-01 07:23:00
233,253,4.99,2024-04-04 22:29:00
234,254,19.99,2024-02-19 08:53:00
235,254,4.99,2024-02-20 05:32:00
236,254,1.99,2024-02-20 17:36:00
237,257,9.99,2024-02-13 18:52:00
238,257,0.99,2024-02-13 18:48:00
239,257,4.99,2024-02-13 04:56:00
240,260,1.99,2024-03-31 12:07:00
241,263,9.99,2024-01-03 03:19:00
242,266,4.99,2024-03-11 19:16:00
243,267,1.99,2024-02-10 02:28:00
244,267,0.99,2024-02-11 05:07:00
245,267,1.99,2024-02-11 08:18:00
246,267,1.99,2024-02-11 08:22:00
247,267,4.99,2024-02-12 20:31:00
248,268,9.99,2024-02-02 07:16:00
249,272,19.99,2024-03-28 12:55:00
250,273,1.99,2024-01-04 09:23:00
251,273,9.99,2024-01-05 17:14:00
252,273,9.99,2024-01-12 14:58:00
253,273,19.99,2024-01-12 03:12:00
254,275,1.99,2024-01-24 22:00:00
255,276,0.99,2024-03-02 10:55:00
256,276,19.99,2024-03-02 10:54:00
257,276,0.99,2024-03-03 04:14:00
258,277,0.99,2024-02-05 00:14:00
259,277,19.99,2024-02-05 10:59:00
260,280,4.99,2024-03-12 11:29:00
261,280,9.99,2024-03-14 15:54:00
262,281,19.99,2024-02-05 10:33:00
263,283,19.99,2024-03-24 07:04:00
264,284,19.99,2024-03-30 11:05:00
265,286,19.99,2024-01-19 06:26:00
266,287,9.99,2024-03-22 21:52:00
267,294,1.99,2024-02-03 00:37:00
268,295,0.99,2024-03-09 03:18:00
269,297,4.99,2024-01-14 07:22:00
270,300,9.99,2024-01-28 08:31:00
271,300,0.99,2024-02-01 15:54:00
272,300,4.99,2024-02-08 15:43:00
273,301,0.99,2024-01-13 15:22:00
274,301,1.99,2024-01-15 06:23:00
275,301,9.99,2024-01-24 08:04:00
276,304,0.99,2024-01-19 13:37:00
277,306,9.99,2024-02-19 05:53:00
278,307,1.99,2024-03-17 15:05:00
279,307,19.99,2024-03-18 11:14:00
280,308,1.99,2024-02-29 04:08:00
281,308,9.99,2024-03-08 22:27:00
282,308,4.99,2024-03-08 22:38:00
283,308,0.99,2024-03-08 21:10:00
284,310,9.99,2024-01-22 18:56:00
285,310,1.99,2024-01-22 05:56:00
286,310,4.99,2024-01-26 20:08:00
287,310,9.99,2024-01-26 00:51:00
288,311,19.99,2024-01-31 00:35:00
289,311,1.99,2024-01-31 20:19:00
290,313,9.99,2024-02-21 23:45:00
291,313,1.99,2024-02-26 04:53:00
292,313,1.99,2024-03-01 21:41:00
293,313,1.99,2024-03-04 20:10:00
294,313,4.99,2024-03-04 22:33:00
295,314,1.99,2024-02-23 10:27:00
296,315,19.99,2024-01-09 09:36:00
297,316,4.99,2024-01-27 21:41:00
298,319,1.99,2024-01-30 09:05:00
299,320,1.99,2024-01-28 15:01:00
300,320,4.99,2024-01-28 14:44:00
301,320,4.99,2024-01-28 13:26:00
302,320,0.99,2024-01-28 13:26:00
303,322,1.99,2024-03-10 03:50:00
304,322,4.99,2024-03-17 20:06:00
305,322,19.99,2024-03-17 19:54:00
306,323,4.99,2024-03-03 02:53:00
307,326,0.99,2024-01-05 08:56:00
308,326,19.99,2024-01-16 04:35:00
309,326,1.99,2024-01-19 13:32:00
310,327,4.99,2024-02-04 03:18:00
311,329,4.99,2024-02-18 04:41:00
312,330,0.99,2024-01-17 02:15:00
313,332,0.99,2024-02-02 03:36:00
314,334,4.99,2024-01-06 22:22:00
315,334,9.99,2024-01-06 21:58:00
316,334,4.99,2024-01-06 18:16:00
317,336,4.99,2024-01-26 18:10:00
318,336,19.99,2024-01-30 16:56:00
319,336,19.99,2024-02-01 01:48:00
320,336,19.99,2024-02-04 16:27:00
321,336,1.99,2024-02-06 16:26:00
322,336,19.99,2024-02-06 17:23:00
323,336,9.99,2024-02-07 05:17:00
324,336,1.99,2024-02-11 00:04:00
325,341,4.99,2024-03-25 22:49:00
326,342,0.99,2024-02-02 20:20:00
327,342,19.99,2024-02-04 08:08:00
328,343,1.99,2024-03-27 17:09:00
329,344,9.99,2024-02-02 21:27:00
330,344,0.99,2024-02-03 09:20:00
331,346,19.99,2024-01-19 09:58:00
332,346,19.99,2024-01-20 11:40:00
333,346,0.99,2024-01-28 07:50:00
334,350,9.99,2024-03-09 18:27:00
335,352,0.99,2024-01-25 18:46:00
336,355,9.99,2024-03-27 09:43:00
337,357,4.99,2024-03-07 22:28:00
338,361,9.99,2024-01-17 02:50:00
339,363,1.99,2024-01-09 09:03:00
340,366,19.99,2024-02-10 13:29:00
341,370,0.99,2024-01-27 03:21:00
342,370,1.99,2024-01-30 00:01:00
343,370,19.99,2024-02-01 02:53:00
344,371,19.99,2024-01-27 08:10:00
345,371,19.99,2024-01-27 11:08:00
346,371,9.99,2024-02-03 00:50:00
347,373,19.99,2024-03-05 16:44:00
348,382,4.99,2024-01-14 16:22:00
349,385,19.99,2024-01-15 01:44:00
350,389,19.99,2024-03-07 08:59:00
351,397,0.99,2024-02-28 05:22:00
352,399,9.99,2024-03-31 17:52:00
353,399,9.99,2024-04-04 03:04:00
354,399,9.99,2024-04-06 23:17:00
355,401,0.99,2024-02-29 04:43:00
356,402,1.99,2024-02-15 04:05:00
357,402,4.99,2024-02-18 06:16:00
358,403,1.99,2024-03-10 21:33:00
359,403,0.99,2024-03-13 02:40:00
360,404,9.99,2024-01-16 07:38:00
361,405,9.99,2024-02-23 14:34:00
362,405,0.99,2024-02-25 05:28:00
363,406,19.99,2024-03-03 11:26:00
364,406,19.99,2024-03-11 02:05:00
365,407,19.99,2024-01-09 19:27:00
366,408,1.99,2024-02-25 08:04:00
367,408,19.99,2024-02-26 22:11:00
368,408,0.99,2024-02-28 15:31:00
369,409,0.99,2024-02-29 09:42:00
370,415,1.99,2024-02-10 22:17:00
371,415,1.99,2024-02-12 02:58:00
372,415,19.99,2024-02-15 00:38:00
373,415,4.99,2024-02-15 16:10:00
374,415,19.99,2024-02-24 09:45:00
375,416,4.99,2024-02-21 19:01:00
376,416,9.99,2024-02-21 07:08:00
377,419,0.99,2024-02-04 10:01:00
378,420,0.99,2024-01-22 18:53:00
379,422,4.99,2024-03-09 07:23:00
380,423,9.99,2024-01-21 09:22:00
381,423,1.99,2024-01-22 14:19:00
382,423,1.99,2024-01-23 11:46:00
383,423,4.99,2024-01-30 00:11:00
384,423,9.99,2024-02-03 23:09:00
385,423,0.99,2024-02-03 07:38:00
386,423,1.99,2024-02-03 07:56:00
387,423,4.99,2024-02-06 16:23:00
388,424,0.99,2024-02-27 14:15:00
389,426,1.99,2024-04-02 16:41:00
390,426,0.99,2024-04-04 20:22:00
391,426,1.99,2024-04-08 06:12:00
392,426,19.99,2024-04-09 15:59:00
393,427,19.99,2024-04-11 16:42:00
394,427,0.99,2024-04-11 16:55:00
395,427,1.99,2024-04-12 04:39:00
396,430,4.99,2024-01-09 23:13:00
397,430,4.99,2024-01-09 16:22:00
398,431,0.99,2024-01-14 08:29:00
399,431,0.99,2024-01-14 07:52:00
400,432,0.99,2024-01-04 07:16:00
401,432,0.99,2024-01-13 10:45:00
402,432,19.99,2024-01-16 00:47:00
403,432,9.99,2024-01-17 21:44:00
404,432,4.99,2024-01-17 15:11:00
405,436,19.99,2024-02-17 23:53:00
406,443,19.99,2024-03-09 10:49:00
407,443,1.99,2024-03-13 01:23:00
408,443,1.99,2024-03-19 10:50:00
409,443,4.99,2024-03-19 01:54:00
410,443,9.99,2024-03-24 02:58:00
411,443,0.99,2024-03-24 02:19:00
412,443,9.99,2024-03-24 03:27:00
413,443,19.99,2024-03-28 14:43:00
414,443,1.99,2024-03-31 22:17:00
415,444,19.99,2024-01-22 03:16:00
416,444,1.99,2024-01-22 03:01:00
417,444,9.99,2024-01-23 16:23:00
418,448,0.99,2024-01-19 03:07:00
419,449,0.99,2024-02-22 13:32:00
420,449,1.99,2024-02-25 20:46:00
421,452,0.99,2024-01-29 12:08:00
422,452,9.99,2024-02-01 21:21:00
423,452,9.99,2024-02-02 13:57:00
424,452,1.99,2024-02-03 01:16:00
425,452,4.99,2024-02-07 19:49:00
426,452,0.99,2024-02-10 04:51:00
427,453,19.99,2024-03-18 22:54:00
428,453,1.99,2024-03-18 16:05:00
429,454,1.99,2024-03-09 06:03:00
430,455,9.99,2024-02-16 04:22:00
431,455,4.99,2024-02-19 10:59:00
432,456,1.99,2024-03-06 14:44:00
433,456,1.99,2024-03-06 23:32:00
434,456,0.99,2024-03-10 15:51:00
435,458,19.99,2024-03-17 07:36:00
436,458,1.99,2024-03-17 07:46:00
437,460,0.99,2024-04-05 10:27:00
438,460,1.99,2024-04-05 11:47:00
439,460,0.99,2024-04-05 17:08:00
440,461,19.99,2024-03-30 15:50:00
441,461,19.99,2024-03-31 04:38:00
442,461,4.99,2024-04-06 00:54:00
443,462,0.99,2024-02-22 14:54:00
444,462,1.99,2024-02-26 00:26:00
445,464,0.99,2024-02-08 14:06:00
446,464,4.99,2024-02-08 17:57:00
447,470,1.99,2024-02-26 07:27:00
448,472,9.99,2024-01-25 17:33:00
449,472,1.99,2024-01-25 03:06:00
450,472,9.99,2024-01-28 11:28:00
451,472,4.99,2024-02-01 10:58:00
452,472,19.99,2024-02-01 11:05:00
453,473,19.99,2024-02-27 02:40:00
454,473,0.99,2024-02-28 18:58:00
455,473,0.99,2024-02-29 22:06:00
456,473,9.99,2024-02-29 21:59:00
457,474,4.99,2024-01-01 12:45:00
458,475,4.99,2024-03-11 17:56:00
459,475,0.99,2024-03-21 05:50:00
460,475,4.99,2024-03-22 03:21:00
461,475,9.99,2024-03-22 03:08:00
462,475,19.99,2024-03-22 18:15:00
463,475,4.99,2024-03-24 07:29:00
464,475,9.99,2024-03-31 04:45:00
465,475,4.99,2024-04-05 04:54:00
466,475,9.99,2024-04-05 16:06:00
467,475,1.99,2024-04-05 16:06:00
468,476,4.99,2024-01-04 20:36:00
469,476,9.99,2024-01-08 08:13:00
470,477,1.99,2024-01-16 20:46:00
471,479,9.99,2024-03-21 10:38:00
472,481,4.99,2024-02-01 09:18:00
473,483,9.99,2024-01-26 15:22:00
474,483,0.99,2024-01-26 06:15:00
475,486,0.99,2024-02-07 10:12:00
476,488,1.99,2024-02-04 08:21:00
477,490,1.99,2024-02-22 00:33:00
478,491,4.99,2024-02-12 22:53:00
479,491,1.99,2024-02-12 23:24:00
480,492,9.99,2024-01-18 09:28:00
481,496,9.99,2024-02-11 09:55:00
482,499,4.99,2024-02-15 03:42:00
483,501,9.99,2024-01-13 20:40:00
484,502,1.99,2024-01-12 04:57:00
485,502,0.99,2024-01-13 10:29:00
486,502,4.99,2024-01-13 10:58:00
487,503,4.99,2024-02-15 23:59:00
488,503,4.99,2024-02-19 10:29:00
489,503,0.99,2024-02-21 02:57:00
490,503,19.99,2024-02-21 02:51:00
491,503,9.99,2024-02-21 03:00:00
492,506,0.99,2024-03-27 21:03:00
493,508,0.99,2024-03-31 18:41:00
494,508,19.99,2024-04-02 05:04:00
495,508,19.99,2024-04-05 17:15:00
496,508,0.99,2024-04-17 15:30:00
497,509,19.99,2024-01-08 03:29:00
498,511,9.99,2024-03-15 04:13:00
499,512,0.99,2024-04-02 06:33:00
500,515,19.99,2024-03-08 16:52:00
501,515,1.99,2024-03-09 20:08:00
502,515,19.99,2024-03-09 10:58:00
503,517,19.99,2024-03-16 03:26:00
504,520,0.99,2024-03-30 01:00:00
505,520,4.99,2024-03-30 11:56:00
506,524,4.99,2024-03-13 09:09:00
507,526,4.99,2024-03-06 18:07:00
508,526,9.99,2024-03-09 21:47:00
509,528,19.99,2024-02-06 11:50:00
510,530,19.99,2024-01-25 19:15:00
511,531,4.99,2024-01-23 12:10:00
512,532,9.99,2024-03-03 04:29:00
513,532,1.99,2024-03-03 12:15:00
514,532,0.99,2024-03-03 11:40:00
515,532,1.99,2024-03-04 06:14:00
516,537,19.99,2024-01-26 03:12:00
517,537,1.99,2024-02-01 22:25:00
518,538,9.99,2024-03-31 09:08:00
519,539,4.99,2024-02-01 07:46:00
520,540,9.99,2024-01-17 09:04:00
521,541,19.99,2024-03-03 15:15:00
522,542,0.99,2024-03-26 08:32:00
523,542,4.99,2024-03-26 03:39:00
524,542,4.99,2024-03-28 10:27:00
525,542,0.99,2024-03-31 09:21:00
526,543,9.99,2024-03-30 04:29:00
527,543,1.99,2024-03-30 04:33:00
528,543,1.99,2024-04-01 01:02:00
529,543,19.99,2024-04-07 20:13:00
530,543,9.99,2024-04-08 18:34:00
531,543,0.99,2024-04-11 10:34:00
532,543,1.99,2024-04-11 10:09:00
533,543,9.99,2024-04-19 18:40:00
534,543,4.99,2024-04-19 05:55:00
535,545,1.99,2024-01-15 04:49:00
536,546,9.99,2024-03-04 18:24:00
537,546,0.99,2024-03-12 19:30:00
538,546,4.99,2024-03-13 01:15:00
539,546,1.99,2024-03-20 11:59:00
540,546,4.99,2024-03-20 12:14:00
541,546,9.99,2024-03-23 02:19:00
542,547,0.99,2024-01-22 17:38:00
543,549,0.99,2024-01-13 15:09:00
544,552,19.99,2024-03-16 18:43:00
545,553,19.99,2024-01-09 13:53:00
546,556,9.99,2024-03-21 07:55:00
547,556,19.99,2024-03-21 07:33:00
548,556,9.99,2024-03-22 12:09:00
549,559,19.99,2024-01-18 12:36:00
550,559,9.99,2024-01-21 03:31:00
551,559,0.99,2024-01-21 03:28:00
552,559,4.99,2024-01-23 00:32:00
553,559,9.99,2024-01-24 12:17:00
554,559,0.99,2024-01-24 12:07:00
555,559,4.99,2024-01-25 23:17:00
556,560,0.99,2024-03-13 17:39:00
557,560,0.99,2024-03-14 11:39:00
558,560,9.99,2024-03-16 05:15:00
559,560,4.99,2024-03-16 07:03:00
560,561,0.99,2024-01-12 17:54:00
561,564,0.99,2024-03-26 22:43:00
562,564,1.99,2024-03-28 20:18:00
563,565,9.99,2024-02-22 18:00:00
564,565,1.99,2024-02-24 14:21:00
565,565,4.99,2024-02-24 19:02:00
566,566,9.99,2024-01-26 12:43:00
567,566,4.99,2024-01-30 17:33:00
568,567,0.99,2024-01-16 23:52:00
569,567,9.99,2024-01-17 02:23:00
570,568,4.99,2024-02-26 04:02:00
571,571,9.99,2024-02-11 06:13:00
572,575,19.99,2024-01-08 13:59:00
573,576,0.99,2024-02-06 09:37:00
574,576,19.99,2024-02-06 09:35:00
575,576,1.99,2024-02-10 15:58:00
576,578,19.99,2024-03-17 05:20:00
577,578,0.99,2024-03-18 14:28:00
578,579,9.99,2024-01-20 08:29:00
579,580,19.99,2024-03-16 17:30:00
580,581,0.99,2024-01-10 01:56:00
581,584,1.99,2024-01-17 15:46:00
582,584,4.99,2024-01-18 19:18:00
583,584,19.99,2024-01-19 12:13:00
584,584,9.99,2024-01-19 12:18:00
585,587,1.99,2024-01-13 14:49:00
586,589,9.99,2024-02-13 07:56:00
587,591,19.99,2024-02-20 03:24:00
588,591,1.99,2024-02-21 23:45:00
589,591,0.99,2024-02-22 00:14:00
590,591,0.99,2024-02-22 08:01:00
591,593,19.99,2024-03-06 16:01:00
592,594,19.99,2024-01-06 00:25:00
593,596,0.99,2024-02-06 11:36:00
594,597,0.99,2024-02-07 02:00:00
595,599,1.99,2024-01-11 10:36:00
596,599,1.99,2024-01-16 15:27:00
597,599,19.99,2024-01-18 11:34:00
598,600,4.99,2024-03-07 04:54:00
599,600,1.99,2024-03-07 20:56:00
600,600,0.99,2024-03-10 03:29:00
601,600,1.99,2024-03-21 18:08:00
602,601,4.99,2024-03-27 11:29:00
603,601,0.99,2024-03-28 16:27:00
604,601,19.99,2024-03-29 20:20:00
605,601,1.99,2024-04-05 16:39:00
606,602,1.99,2024-01-19 09:06:00
607,602,1.99,2024-01-21 04:45:00
608,602,9.99,2024-01-21 05:12:00
609,603,1.99,2024-03-13 14:48:00
610,606,0.99,2024-01-04 09:56:00
611,607,19.99,2024-02-06 06:20:00
612,607,4.99,2024-02-06 16:21:00
613,607,9.99,2024-02-07 02:48:00
614,608,9.99,2024-03-11 09:47:00
615,608,0.99,2024-03-11 09:59:00
616,608,4.99,2024-03-11 09:32:00
617,612,4.99,2024-02-23 06:46:00
618,613,0.99,2024-02-13 09:21:00
619,613,4.99,2024-02-19 02:23:00
620,613,19.99,2024-02-28 16:52:00
621,613,0.99,2024-03-01 16:44:00
622,614,1.99,2024-03-16 13:49:00
623,615,0.99,2024-04-01 19:24:00
624,615,0.99,2024-04-02 18:47:00
625,616,1.99,2024-01-21 06:34:00
626,616,19.99,2024-01-21 07:13:00
627,618,0.99,2024-03-08 10:58:00
628,619,4.99,2024-02-18 23:35:00
629,620,19.99,2024-01-13 19:24:00
630,620,9.99,2024-01-17 11:03:00
631,620,19.99,2024-01-20 22:13:00
632,620,0.99,2024-01-20 22:07:00
633,624,0.99,2024-03-01 18:03:00
634,625,0.99,2024-02-10 21:58:00
635,625,19.99,2024-02-13 19:33:00
636,626,4.99,2024-01-02 21:43:00
637,627,4.99,2024-01-07 07:23:00
638,627,9.99,2024-01-07 07:26:00
639,627,9.99,2024-01-07 09:40:00
640,627,0.99,2024-01-07 02:05:00
641,629,4.99,2024-03-03 00:10:00
642,629,1.99,2024-03-05 21:08:00
643,630,19.99,2024-03-04 10:45:00
644,631,1.99,2024-01-27 23:37:00
645,631,4.99,2024-01-27 18:22:00
646,631,9.99,2024-01-30 02:35:00
647,632,1.99,2024-02-25 14:48:00
648,633,1.99,2024-02-02 22:36:00
649,633,19.99,2024-02-03 01:10:00
650,634,9.99,2024-02-10 10:49:00
651,636,9.99,2024-02-28 23:51:00
652,637,9.99,2024-02-20 10:03:00
653,637,0.99,2024-02-23 05:14:00
654,638,19.99,2024-02-15 15:49:00
655,639,4.99,2024-02-08 21:44:00
656,639,4.99,2024-02-09 14:28:00
657,643,9.99,2024-01-25 00:46:00
658,643,19.99,2024-01-25 22:50:00
659,644,4.99,2024-03-21 11:50:00
660,644,9.99,2024-03-24 21:26:00
661,644,4.99,2024-03-24 21:29:00
662,647,4.99,2024-02-09 10:02:00
663,652,19.99,2024-02-17 15:31:00
664,652,19.99,2024-02-19 19:43:00
