user_id,signup_date,country,acquisition_channel
355,2024-03-26,ES,organic
356,2024-01-23,PT,organic
357,2024-03-06,US,google_ads
358,2024-01-27,US,organic
359,2024-01-02,PT,tiktok_ads
360,2024-03-30,ES,google_ads
361,2024-01-17,ES,tiktok_ads
362,2024-02-02,UK,organic
363,2024-01-09,FR,organic
364,2024-02-12,US,facebook_ads
365,2024-02-17,FR,organic
366,2024-02-08,FR,organic
367,2024-02-11,US,tiktok_ads
368,2024-01-26,ES,facebook_ads
369,2024-02-19,PT,tiktok_ads
370,2024-01-25,US,tiktok_ads
371,2024-01-24,FR,facebook_ads
372,2024-01-13,ES,organic
373,2024-02-29,FR,google_ads
374,2024-01-07,DE,organic
375,2024-02-26,PT,organic
376,2024-02-05,US,tiktok_ads
377,2024-02-14,FR,facebook_ads
378,2024-01-20,UK,tiktok_ads
379,2024-03-05,DE,tiktok_ads
380,2024-01-08,UK,organic
381,2024-01-16,US,google_ads
382,2024-01-14,US,tiktok_ads
383,2024-03-16,FR,tiktok_ads
384,2024-03-27,PT,google_ads
385,2024-01-15,FR,google_ads
386,2024-03-06,UK,google_ads
387,2024-02-01,UK,tiktok_ads
388,2024-03-27,PT,google_ads
389,2024-03-03,FR,google_ads
390,2024-03-26,ES,tiktok_ads
391,2024-02-20,FR,organic
392,2024-01-25,FR,organic
393,2024-02-27,PT,tiktok_ads
394,2024-03-03,UK,google_ads
395,2024-03-02,DE,facebook_ads
396,2024-01-22,ES,organic
397,2024-02-27,PT,google_ads
398,2024-02-27,ES,tiktok_ads
399,2024-03-26,FR,google_ads
400,2024-02-18,ES,facebook_ads
401,2024-02-21,UK,facebook_ads
402,2024-02-11,ES,tiktok_ads
403,2024-03-10,ES,organic
404,2024-01-15,ES,organic
405,2024-02-23,DE,facebook_ads
406,2024-02-29,FR,facebook_ads
407,2024-01-08,PT,facebook_ads
408,2024-02-22,PT,tiktok_ads
409,2024-02-29,FR,tiktok_ads
410,2024-01-05,FR,facebook_ads
411,2024-03-08,PT,google_ads
412,2024-01-06,FR,organic
413,2024-02-16,DE,organic
414,2024-02-24,UK,organic
415,2024-02-09,ES,tiktok_ads
416,2024-02-21,DE,organic
417,2024-01-16,US,organic
418,2024-01-13,PT,organic
419,2024-01-30,US,organic
420,2024-01-19,ES,organic
421,2024-01-17,DE,google_ads
422,2024-03-03,UK,tiktok_ads
423,2024-01-19,US,facebook_ads
424,2024-02-27,FR,tiktok_ads
425,2024-02-24,UK,tiktok_ads
426,2024-03-30,DE,tiktok_ads
427,2024-03-30,US,google_ads
428,2024-03-02,ES,facebook_ads
429,2024-01-23,US,organic
430,2024-01-09,ES,google_ads
431,2024-01-12,US,organic
432,2024-01-01,US,organic
433,2024-02-27,FR,facebook_ads
434,2024-01-01,ES,tiktok_ads
435,2024-02-03,FR,google_ads
436,2024-02-17,ES,organic
437,2024-03-29,US,tiktok_ads
438,2024-01-01,US,google_ads
439,2024-01-16,UK,tiktok_ads
440,2024-03-01,ES,facebook_ads
441,2024-03-04,ES,organic
442,2024-03-03,ES,google_ads
443,2024-03-09,UK,tiktok_ads
444,2024-01-22,ES,google_ads
445,2024-03-07,PT,tiktok_ads
446,2024-03-16,FR,tiktok_ads
447,2024-01-26,DE,tiktok_ads
448,2024-01-16,PT,tiktok_ads
449,2024-02-20,ES,google_ads
450,2024-03-26,PT,google_ads
451,2024-02-26,DE,google_ads
452,2024-01-29,FR,facebook_ads
453,2024-03-18,DE,tiktok_ads
454,2024-03-09,ES,organic
455,2024-02-16,DE,tiktok_ads
456,2024-03-02,PT,tiktok_ads
457,2024-03-09,PT,facebook_ads
458,2024-03-16,ES,facebook_ads
459,2024-01-16,UK,facebook_ads
460,2024-03-30,DE,google_ads
461,2024-03-30,UK,organic
462,2024-02-17,ES,tiktok_ads
463,2024-03-25,DE,facebook_ads
464,2024-02-08,FR,facebook_ads
465,2024-02-02,DE,tiktok_ads
466,2024-01-23,ES,tiktok_ads
467,2024-01-10,FR,tiktok_ads
468,2024-03-09,PT,tiktok_ads
469,2024-02-03,ES,google_ads
470,2024-02-21,ES,tiktok_ads
471,2024-01-10,US,organic
472,2024-01-19,DE,organic
473,2024-02-27,UK,tiktok_ads
474,2024-01-01,UK,google_ads
475,2024-03-09,DE,google_ads
476,2024-01-04,ES,organic
477,2024-01-16,FR,tiktok_ads
478,2024-01-24,PT,organic
479,2024-03-20,PT,facebook_ads
480,2024-01-02,FR,facebook_ads
481,2024-02-01,ES,google_ads
482,2024-03-24,UK,tiktok_ads
483,2024-01-24,PT,tiktok_ads
484,2024-01-12,ES,tiktok_ads
485,2024-02-19,PT,organic
486,2024-02-04,US,facebook_ads
487,2024-02-02,FR,facebook_ads
488,2024-02-02,US,google_ads
489,2024-03-01,DE,google_ads
490,2024-02-20,US,google_ads
491,2024-02-12,DE,organic
492,2024-01-12,PT,google_ads
493,2024-03-07,PT,organic
494,2024-03-05,PT,tiktok_ads
495,2024-02-02,PT,tiktok_ads
496,2024-02-09,UK,tiktok_ads
497,2024-03-14,US,google_ads
498,2024-02-12,FR,google_ads
499,2024-02-13,FR,google_ads
500,2024-01-29,DE,google_ads
501,2024-01-13,US,facebook_ads
502,2024-01-12,ES,facebook_ads
503,2024-02-15,DE,facebook_ads
504,2024-01-02,FR,tiktok_ads
505,2024-02-04,ES,organic
506,2024-03-27,ES,facebook_ads
507,2024-03-21,DE,google_ads
508,2024-03-30,ES,organic
509,2024-01-08,FR,facebook_ads
510,2024-01-26,US,google_ads
511,2024-03-14,DE,google_ads
512,2024-03-30,US,organic
513,2024-02-03,US,tiktok_ads
514,2024-01-07,DE,facebook_ads
515,2024-03-08,FR,organic
516,2024-02-27,ES,tiktok_ads
517,2024-03-15,ES,tiktok_ads
518,2024-01-29,DE,tiktok_ads
519,2024-02-05,FR,google_ads
520,2024-03-29,PT,google_ads
521,2024-01-21,UK,facebook_ads
522,2024-02-05,US,google_ads
523,2024-01-10,FR,facebook_ads
524,2024-03-13,US,google_ads
525,2024-01-24,FR,google_ads
526,2024-03-04,UK,tiktok_ads
527,2024-02-18,ES,google_ads
528,2024-02-05,UK,tiktok_ads
529,2024-03-22,FR,facebook_ads
530,2024-01-24,ES,tiktok_ads
531,2024-01-23,FR,google_ads
532,2024-03-02,FR,tiktok_ads
533,2024-02-06,PT,tiktok_ads
534,2024-01-12,PT,facebook_ads
535,2024-02-24,DE,google_ads
536,2024-01-13,US,facebook_ads
537,2024-01-23,FR,organic
538,2024-03-29,UK,tiktok_ads
539,2024-01-30,US,facebook_ads
540,2024-01-17,DE,facebook_ads
541,2024-03-02,US,facebook_ads
542,2024-03-24,US,tiktok_ads
543,2024-03-29,FR,tiktok_ads
544,2024-03-26,FR,google_ads
545,2024-01-13,DE,organic
546,2024-02-28,ES,google_ads
547,2024-01-19,PT,facebook_ads
548,2024-02-18,FR,organic
549,2024-01-12,DE,facebook_ads
550,2024-03-01,US,tiktok_ads
551,2024-01-19,FR,google_ads
552,2024-03-16,DE,google_ads
553,2024-01-09,US,facebook_ads
554,2024-03-11,FR,google_ads
555,2024-01-28,US,facebook_ads
556,2024-03-18,DE,tiktok_ads
557,2024-02-21,DE,facebook_ads
558,2024-03-23,FR,organic
559,2024-01-16,ES,facebook_ads
560,2024-03-09,PT,facebook_ads
561,2024-01-12,US,organic
562,2024-01-25,FR,facebook_ads
563,2024-02-21,FR,organic
564,2024-03-25,FR,organic
565,2024-02-22,US,tiktok_ads
566,2024-01-23,PT,tiktok_ads
567,2024-01-16,FR,tiktok_ads
568,2024-02-26,ES,facebook_ads
569,2024-02-08,ES,facebook_ads
570,2024-02-22,ES,google_ads
571,2024-02-11,PT,organic
572,2024-02-27,DE,google_ads
573,2024-02-08,ES,google_ads
574,2024-01-14,PT,google_ads
575,2024-01-05,DE,tiktok_ads
576,2024-02-04,DE,tiktok_ads
577,2024-03-27,UK,tiktok_ads
578,2024-03-15,FR,google_ads
579,2024-01-18,ES,facebook_ads
580,2024-03-16,PT,google_ads
581,2024-01-09,ES,facebook_ads
582,2024-03-14,US,google_ads
583,2024-02-27,PT,tiktok_ads
584,2024-01-17,US,tiktok_ads
585,2024-01-07,PT,tiktok_ads
586,2024-02-15,ES,facebook_ads
587,2024-01-13,DE,tiktok_ads
588,2024-02-09,ES,google_ads
589,2024-02-11,DE,organic
590,2024-01-09,US,tiktok_ads
591,2024-02-19,DE,organic
592,2024-01-27,PT,organic
593,2024-03-06,PT,facebook_ads
594,2024-01-05,PT,tiktok_ads
595,2024-01-29,US,google_ads
596,2024-02-06,DE,tiktok_ads
597,2024-02-07,UK,facebook_ads
598,2024-03-23,ES,tiktok_ads
599,2024-01-08,UK,google_ads
600,2024-03-05,PT,google_ads
601,2024-03-26,UK,facebook_ads
602,2024-01-17,US,google_ads
603,2024-03-11,US,organic
604,2024-03-29,FR,google_ads
605,2024-02-14,US,facebook_ads
606,2024-01-04,US,organic
607,2024-02-05,ES,organic
608,2024-03-10,PT,organic
609,2024-01-31,DE,organic
610,2024-01-19,PT,organic
611,2024-03-01,ES,google_ads
612,2024-02-23,FR,google_ads
613,2024-02-08,PT,facebook_ads
614,2024-03-14,DE,facebook_ads
615,2024-03-30,ES,google_ads
616,2024-01-19,FR,google_ads
617,2024-02-08,UK,tiktok_ads
618,2024-03-07,DE,organic
619,2024-02-14,PT,facebook_ads
620,2024-01-13,FR,tiktok_ads
621,2024-02-27,FR,facebook_ads
622,2024-01-20,US,google_ads
623,2024-03-12,FR,tiktok_ads
624,2024-03-01,FR,organic
625,2024-02-08,FR,tiktok_ads
626,2024-01-01,US,facebook_ads
627,2024-01-03,DE,tiktok_ads
628,2024-03-17,FR,tiktok_ads
629,2024-03-02,PT,tiktok_ads
630,2024-03-03,UK,organic
631,2024-01-25,US,google_ads
632,2024-02-25,UK,tiktok_ads
633,2024-02-02,FR,tiktok_ads
634,2024-02-07,PT,google_ads
635,2024-01-06,US,facebook_ads
636,2024-02-27,DE,organic
637,2024-02-13,ES,facebook_ads
638,2024-02-14,PT,tiktok_ads
639,2024-02-01,ES,organic
640,2024-02-14,DE,tiktok_ads
641,2024-03-01,UK,google_ads
642,2024-02-16,FR,tiktok_ads
643,2024-01-21,PT,facebook_ads
644,2024-03-20,FR,facebook_ads
645,2024-03-25,DE,tiktok_ads
646,2024-03-15,PT,google_ads
647,2024-02-05,PT,tiktok_ads
648,2024-01-19,US,facebook_ads
649,2024-01-20,ES,google_ads
650,2024-02-26,PT,organic
651,2024-01-18,FR,google_ads
652,2024-02-16,PT,tiktok_ads
653,2024-02-18,DE,organic
654,2024-01-14,ES,google_ads
655,2024-01-15,US,facebook_ads
656,2024-01-31,ES,tiktok_ads
657,2024-01-01,UK,google_ads
658,2024-02-23,ES,facebook_ads
659,2024-01-03,US,google_ads
660,2024-01-16,US,organic
661,2024-03-27,PT,google_ads
662,2024-02-26,ES,google_ads
663,2024-03-15,UK,organic
664,2024-01-12,UK,tiktok_ads
665,2024-03-14,US,facebook_ads
666,2024-01-16,FR,google_ads
667,2024-03-12,FR,organic
668,2024-03-16,FR,google_ads
669,2024-01-24,ES,google_ads
670,2024-01-28,UK,google_ads
671,2024-01-08,US,organic
672,2024-02-05,DE,tiktok_ads
673,2024-03-30,FR,google_ads
674,2024-01-08,FR,google_ads
675,2024-02-27,PT,facebook_ads
676,2024-02-29,PT,organic
677,2024-02-19,UK,google_ads
678,2024-01-28,ES,google_ads
679,2024-02-10,FR,organic
680,2024-03-04,ES,organic
681,2024-01-27,PT,google_ads
682,2024-03-03,UK,tiktok_ads
683,2024-01-17,FR,google_ads
684,2024-03-13,UK,google_ads
685,2024-02-02,DE,tiktok_ads
686,2024-03-24,UK,organic
687,2024-03-17,DE,facebook_ads
688,2024-01-29,FR,organic
689,2024-01-13,PT,organic
690,2024-02-15,DE,organic
691,2024-02-04,FR,tiktok_ads
692,2024-01-06,ES,google_ads
693,2024-03-22,US,tiktok_ads
694,2024-03-09,PT,organic
695,2024-02-16,FR,facebook_ads
696,2024-01-25,US,facebook_ads
697,2024-03-06,US,tiktok_ads
698,2024-01-10,ES,facebook_ads
699,2024-02-25,US,tiktok_ads
700,2024-01-30,ES,tiktok_ads
701,2024-01-05,FR,google_ads
702,2024-02-02,ES,facebook_ads
703,2024-03-05,ES,google_ads
704,2024-01-18,FR,google_ads
705,2024-02-18,US,facebook_ads
706,2024-01-11,FR,google_ads
707,2024-03-25,DE,tiktok_ads
708,2024-01-26,PT,facebook_ads
709,2024-03-03,ES,organic
710,2024-03-29,DE,tiktok_ads
711,2024-03-26,FR,facebook_ads
712,2024-02-28,FR,organic
713,2024-01-27,ES,organic
714,2024-02-18,US,tiktok_ads
715,2024-03-17,DE,facebook_ads
716,2024-02-02,US,facebook_ads
717,2024-01-01,FR,organic
718,2024-01-21,US,facebook_ads
719,2024-02-24,FR,organic
720,2024-01-06,US,organic
721,2024-03-21,DE,organic
722,2024-03-09,DE,tiktok_ads
723,2024-01-05,ES,facebook_ads
724,2024-01-03,PT,google_ads
725,2024-02-22,US,organic
726,2024-01-23,PT,tiktok_ads
727,2024-02-22,ES,google_ads
728,2024-02-06,FR,facebook_ads
729,2024-03-14,US,tiktok_ads
730,2024-03-14,US,tiktok_ads
731,2024-03-23,DE,tiktok_ads
732,2024-01-17,UK,google_ads
733,2024-03-25,US,organic
734,2024-03-18,PT,tiktok_ads
735,2024-03-13,DE,facebook_ads
736,2024-01-01,DE,google_ads
737,2024-02-20,UK,tiktok_ads
738,2024-02-14,FR,google_ads
739,2024-03-17,UK,google_ads
740,2024-01-04,US,tiktok_ads
741,2024-03-02,FR,facebook_ads
742,2024-03-05,DE,tiktok_ads
743,2024-02-01,US,organic
744,2024-02-03,PT,tiktok_ads
745,2024-03-12,ES,organic
746,2024-02-08,UK,facebook_ads
747,2024-01-26,ES,facebook_ads
748,2024-02-03,ES,facebook_ads
749,2024-02-23,ES,google_ads
750,2024-01-03,DE,tiktok_ads
751,2024-02-19,ES,organic
752,2024-01-12,US,tiktok_ads
753,2024-03-05,DE,organic
754,2024-02-23,UK,tiktok_ads
755,2024-01-05,DE,tiktok_ads
756,2024-02-26,DE,tiktok_ads
757,2024-01-17,US,organic
758,2024-02-16,US,tiktok_ads
759,2024-01-23,PT,facebook_ads
760,2024-03-19,DE,tiktok_ads
761,2024-03-25,UK,tiktok_ads
762,2024-01-14,DE,tiktok_ads
763,2024-03-06,FR,organic
764,2024-03-15,US,facebook_ads
765,2024-02-20,PT,facebook_ads
766,2024-02-07,US,tiktok_ads
767,2024-03-04,DE,google_ads
768,2024-02-07,US,tiktok_ads
769,2024-02-19,FR,tiktok_ads
770,2024-03-22,UK,google_ads
771,2024-01-30,PT,google_ads
772,2024-03-19,UK,organic
773,2024-02-20,FR,google_ads
774,2024-03-03,ES,tiktok_ads
775,2024-02-21,DE,organic
776,2024-02-07,DE,organic
777,2024-03-28,FR,facebook_ads
778,2024-03-19,UK,tiktok_ads
779,2024-01-30,DE,tiktok_ads
780,2024-02-20,PT,organic
781,2024-03-21,PT,tiktok_ads
782,2024-01-05,ES,google_ads
783,2024-01-29,DE,facebook_ads
784,2024-01-04,DE,facebook_ads
785,2024-01-10,UK,facebook_ads
786,2024-02-25,FR,facebook_ads
787,2024-01-17,DE,tiktok_ads
788,2024-03-14,FR,organic
